achat_id,client_id,produit,catégorie,quantité,prix_unitaire,montant_total,achat_effectue,segment,date_achat,retour,note_satisfaction,propension_achat,canal_achat,moyen_paiement,campagne_marketing,nom,âge,sexe,ville
2923,C36361,Ciment,Bricolage,3,74711,224133,1,À risque,2019-12-16,0,5,1.0,Magasin,Carte bancaire,Non,Auguste Lamy,41,F,Douala
2924,C08924,Chaise,Maison,1,51134,51134,1,Potentiels,2021-09-02,0,4,0.78,Magasin,Mobile Money,Non,Adrienne Benoit-Collet,19,F,Yaoundé
2925,C57117,Huile 1L,Alimentaire,5,3100,15500,1,Perdus,2020-05-03,0,1,0.31,En ligne,Mobile Money,Non,Danielle Fernandes,49,F,Yaoundé
2926,C44147,Télévision,Électronique,4,412216,1648864,1,Champions,2019-03-23,0,5,0.58,Magasin,Mobile Money,Non,Hortense Denis du Vidal,25,F,Yaoundé
2927,C57465,Biscuits,Alimentaire,2,2135,4270,1,Fidèles,2022-09-16,0,5,0.65,Magasin,Espèces,Oui,Édouard Gérard,60,M,Douala
2928,C27325,Vitamines,Santé,3,11135,33405,1,Perdus,2020-01-17,0,1,0.89,Magasin,Mobile Money,Oui,Nath Prévost du Laine,49,M,Yaoundé
2929,C31470,Chaise,Maison,2,27646,55292,1,Fidèles,2021-03-14,0,3,0.43,Magasin,Mobile Money,Non,Thibaut Rousseau de la Costa,21,F,Douala
2930,C11804,Biscuits,Alimentaire,2,3016,6032,1,À risque,2020-10-25,0,3,0.17,En ligne,Mobile Money,Non,Margaud Pasquier,59,F,Douala
2931,C21645,Huile 1L,Alimentaire,5,1842,9210,1,Perdus,2023-01-28,0,2,0.6,Magasin,Espèces,Non,Alice Guillon,37,F,Douala
2932,C20967,Recharge mobile,Services,3,96376,289128,1,Perdus,2023-04-22,0,3,0.63,En ligne,Mobile Money,Non,Henri Jacques,22,M,Yaoundé
2933,C35979,Forfait Internet,Services,1,44055,44055,1,Perdus,2022-03-30,0,5,0.28,En ligne,Espèces,Non,Olivie-Laurence Richard,32,F,Ngaoundéré
0,C52363,Chemise,Textile,0,0,0,0,Fidèles,2020-07-22,0,1,0.07,0,Mobile Money,Non,Lucy Payet,19,M,Yaoundé
2934,C58868,Jus naturel,Alimentaire,3,2850,8550,1,Fidèles,2019-12-01,0,3,0.79,En ligne,Mobile Money,Non,Emmanuelle-Sabine Vaillant,25,F,Yaoundé
2935,C27904,Sac à main,Textile,1,94207,94207,1,Fidèles,2021-03-06,0,5,0.04,En ligne,Mobile Money,Non,Olivier Le Bernard,28,F,Douala
2936,C26628,Mixeur,Électroménager,3,78041,234123,1,À risque,2020-07-21,0,1,0.18,En ligne,Mobile Money,Oui,Joseph Fernandes de la Legros,69,M,Yaoundé
2937,C10270,Paracétamol,Santé,3,8796,26388,1,Champions,2022-08-18,0,4,0.25,En ligne,Mobile Money,Non,Jacques Laporte,30,F,Yaoundé
2938,C58379,Lait en poudre,Alimentaire,3,2511,7533,1,Perdus,2021-11-13,0,3,0.55,Magasin,Espèces,Non,Henri Hubert,61,F,Yaoundé
2939,C04061,Riz 5kg,Alimentaire,3,4141,12423,1,Potentiels,2023-10-09,0,5,0.47,Magasin,Carte bancaire,Non,Cécile Rousset,64,M,Yaoundé
2940,C18811,Biscuits,Alimentaire,4,4983,19932,1,À risque,2019-09-28,0,3,0.3,En ligne,Espèces,Non,Constance Delorme,52,F,Garoua
2941,C28907,Biscuits,Alimentaire,1,2688,2688,1,Potentiels,2022-08-24,0,1,0.16,Mobile,Espèces,Non,Madeleine Leduc,62,F,Douala
2942,C55242,Riz 5kg,Alimentaire,2,1500,3000,1,Fidèles,2020-06-11,0,5,0.26,Magasin,Espèces,Non,Gilbert Richard,49,F,Douala
2943,C33179,Ventilateur,Électroménager,2,134287,268574,1,Champions,2020-02-15,0,2,0.65,En ligne,Mobile Money,Non,Christine Morin,45,M,Douala
2944,C45863,Vitamines,Santé,1,35290,35290,1,Perdus,2022-10-03,0,1,0.04,Mobile,Espèces,Non,Timothée Rémy,38,M,Douala
2945,C38435,Mixeur,Électroménager,3,69707,209121,1,Champions,2020-11-04,0,3,0.17,Magasin,Espèces,Non,Henri Meunier,30,M,Douala
2946,C52306,Jus naturel,Alimentaire,3,4568,13704,1,Fidèles,2022-01-20,0,3,0.96,Magasin,Espèces,Oui,Anne François,41,M,Bertoua
2947,C31535,Vitamines,Santé,5,21313,106565,1,Perdus,2023-06-16,0,4,0.17,Magasin,Mobile Money,Oui,Laurent-Émile Lemoine,59,F,Maroua
2948,C04176,Jus naturel,Alimentaire,5,4064,20320,1,Perdus,2022-11-07,0,2,0.78,Magasin,Mobile Money,Non,Olivie Meyer,37,M,Douala
2949,C14689,Ciment,Bricolage,5,57736,288680,1,À risque,2022-05-22,0,3,0.02,En ligne,Espèces,Oui,Gérard de Cohen,35,F,Douala
2950,C56379,Lait en poudre,Alimentaire,4,4829,19316,1,Fidèles,2019-04-18,0,5,0.01,Mobile,Mobile Money,Oui,Margot Laporte,39,F,Yaoundé
2951,C55900,Matelas,Maison,4,15684,62736,1,Potentiels,2023-03-01,0,2,0.51,En ligne,Mobile Money,Oui,Zoé Girard-Garnier,49,M,Douala
2952,C00660,Jus naturel,Alimentaire,2,1261,2522,1,Perdus,2021-01-01,0,5,0.35,Magasin,Espèces,Non,Thibault Hamon,33,F,Maroua
2953,C21690,Chaussures,Textile,2,26183,52366,1,Champions,2021-03-06,0,2,0.43,Mobile,Espèces,Oui,Louis Leclercq,61,F,Yaoundé
2954,C52343,Paracétamol,Santé,5,25142,125710,1,Perdus,2021-12-06,0,5,0.27,Magasin,Espèces,Non,Daniel Maurice,36,M,Douala
2955,C32068,Abonnement Canal+,Services,1,25000,25000,1,Perdus,2023-06-18,0,2,0.72,Magasin,Mobile Money,Non,Isabelle Monnier,23,M,Yaoundé
2956,C44214,Biscuits,Alimentaire,3,4399,13197,1,Fidèles,2022-04-08,0,1,0.28,Mobile,Mobile Money,Non,Jules Grenier,54,M,Yaoundé
2957,C38792,Crayon,Papeterie,1,15805,15805,1,Fidèles,2021-10-08,0,1,0.25,Magasin,Mobile Money,Non,Guillaume Jean,61,F,Garoua
2958,C05348,Table,Maison,1,143998,143998,1,Perdus,2019-07-15,0,2,0.39,Magasin,Mobile Money,Non,Adrienne Martin,44,M,Garoua
2959,C34171,Chaussures,Textile,1,39019,39019,1,Champions,2020-09-06,0,1,0.88,Mobile,Espèces,Oui,Vincent Diallo,46,F,Douala
2960,C02705,Lait infantile,Santé,1,7880,7880,1,Potentiels,2020-06-15,0,4,0.89,En ligne,Espèces,Non,Astrid du Prévost,47,M,Yaoundé
0,C34301,Table,Maison,0,0,0,0,Fidèles,2019-06-16,0,5,0.31,0,Mobile Money,Non,Roland Diallo-Baudry,59,M,Yaoundé
2961,C15487,Lait en poudre,Alimentaire,1,1203,1203,1,Potentiels,2020-06-23,0,2,0.8,Magasin,Carte bancaire,Oui,Antoine Aubert,59,M,Douala
2962,C26304,Rideaux,Maison,3,116441,349323,1,À risque,2022-02-25,0,1,0.31,Magasin,Mobile Money,Oui,Éléonore Perret,24,M,Yaoundé
2963,C08614,Sac à main,Textile,2,73331,146662,1,À risque,2019-04-08,0,4,0.53,Mobile,Carte bancaire,Non,Laurence de la Carpentier,56,M,Douala
2964,C19381,Jus naturel,Alimentaire,1,1875,1875,1,À risque,2022-07-14,0,4,0.43,Mobile,Espèces,Non,Jean Germain,22,M,Douala
2965,C00361,Huile 1L,Alimentaire,2,2221,4442,1,À risque,2022-03-15,0,5,0.58,Magasin,Mobile Money,Non,Brigitte Clément,51,F,Garoua
2966,C12393,Gel douche,Hygiène,5,2627,13135,1,Champions,2023-10-28,0,4,0.56,Mobile,Espèces,Non,Geneviève Leroy,47,M,Douala
2967,C17614,Chemise,Textile,1,82373,82373,1,Potentiels,2020-12-04,0,3,0.29,Magasin,Espèces,Non,Sébastien Valentin,52,F,Bertoua
2968,C45012,Jus naturel,Alimentaire,5,4432,22160,1,Champions,2020-02-12,0,4,0.04,Magasin,Mobile Money,Non,Luce de Lemaire,48,M,Douala
2969,C37685,Dentifrice,Hygiène,3,3313,9939,1,À risque,2019-09-23,0,1,0.29,Magasin,Espèces,Oui,Zacharie Pruvost,36,F,Yaoundé
2970,C15519,Pantalon,Textile,1,45966,45966,1,Perdus,2021-04-17,1,1,0.66,Mobile,Carte bancaire,Non,Robert Bodin,40,F,Yaoundé
2971,C22579,Lait en poudre,Alimentaire,3,1064,3192,1,Potentiels,2022-09-19,0,4,0.51,Magasin,Espèces,Non,Laetitia Le Goff,55,F,Maroua
2972,C50896,Cartable,Papeterie,1,6100,6100,1,Champions,2020-03-07,0,4,0.29,En ligne,Espèces,Non,Anouk Deschamps,31,M,Douala
2973,C41182,Recharge mobile,Services,2,15541,31082,1,À risque,2019-09-11,0,2,0.63,Mobile,Carte bancaire,Non,Clémence du Marques,32,F,Yaoundé
2974,C53054,Huile 1L,Alimentaire,3,4489,13467,1,Perdus,2020-03-03,0,5,0.69,Magasin,Mobile Money,Non,Simone Mallet,19,F,Douala
2975,C27390,Riz 5kg,Alimentaire,5,1760,8800,1,Fidèles,2021-04-01,0,4,0.2,Magasin,Mobile Money,Non,Nathalie Boucher,61,F,Douala
2976,C14665,Réfrigérateur,Électroménager,3,280068,840204,1,Perdus,2019-02-27,0,3,0.89,En ligne,Mobile Money,Non,Nicolas-Augustin Bouvier,24,M,Yaoundé
2977,C53767,Abonnement Canal+,Services,5,25000,125000,1,À risque,2022-08-27,1,5,0.65,Magasin,Espèces,Non,Lucas Barbier,66,M,Douala
2978,C05500,Réfrigérateur,Électroménager,2,40249,80498,1,À risque,2019-11-21,0,2,0.32,Magasin,Mobile Money,Non,Valentine Loiseau,66,M,Yaoundé
2979,C10282,Crayon,Papeterie,1,11358,11358,1,Potentiels,2022-05-03,0,1,0.01,Magasin,Mobile Money,Non,Aimée-Joséphine Jacob,44,F,Bafoussam
2980,C54167,Ventilateur,Électroménager,5,252480,1262400,1,À risque,2022-07-22,0,4,0.62,Magasin,Mobile Money,Oui,Eugène Le Jacquet,39,M,Yaoundé
2981,C22975,Jus naturel,Alimentaire,3,4401,13203,1,Champions,2022-01-13,0,4,0.42,Magasin,Mobile Money,Non,Franck-Alain Gomez,66,F,Garoua
0,C57950,Lait en poudre,Alimentaire,0,0,0,0,Perdus,2020-01-03,0,4,0.57,0,Espèces,Non,Thibault-Rémy Dupont,66,M,Bertoua
0,C55556,Riz 5kg,Alimentaire,0,0,0,0,À risque,2019-01-17,0,4,0.62,0,Mobile Money,Non,Susanne de Ledoux,26,M,Yaoundé
2982,C06789,Smartphone,Électronique,1,207213,207213,1,Fidèles,2019-02-22,0,4,0.11,Magasin,Mobile Money,Non,Gabriel du Masse,28,F,Yaoundé
2983,C30570,Lait infantile,Santé,1,31111,31111,1,À risque,2023-06-12,0,2,0.86,Magasin,Espèces,Oui,Alexandrie Pineau,39,M,Yaoundé
2984,C56888,Smartphone,Électronique,5,371023,1855115,1,Potentiels,2022-10-28,0,1,0.18,Magasin,Mobile Money,Oui,Célina Ledoux,68,M,Garoua
2985,C24247,Stylo,Papeterie,1,3537,3537,1,Potentiels,2021-08-13,0,5,0.96,Magasin,Carte bancaire,Non,Noémi Blanchard,22,M,Bafoussam
2986,C57502,Rideaux,Maison,4,110717,442868,1,À risque,2021-12-11,0,3,0.43,Mobile,Mobile Money,Non,Martine Hamel,24,M,Bafoussam
2987,C44247,Biscuits,Alimentaire,4,2161,8644,1,À risque,2021-09-06,0,3,0.57,Magasin,Mobile Money,Non,Henri Le Le Goff,31,F,Yaoundé
2988,C22664,Paracétamol,Santé,1,47156,47156,1,À risque,2021-07-13,0,2,0.84,Magasin,Espèces,Non,Victor-Lucas Bailly,21,M,Douala
2989,C53847,Riz 5kg,Alimentaire,5,1133,5665,1,À risque,2022-10-02,0,1,0.01,Mobile,Espèces,Non,Corinne Ribeiro-Deschamps,67,F,Yaoundé
2990,C42936,Jus naturel,Alimentaire,3,1108,3324,1,Perdus,2023-05-07,0,2,0.48,Magasin,Mobile Money,Non,Jeannine Thibault,49,F,Yaoundé
2991,C05659,Shampoing,Hygiène,2,4543,9086,1,Perdus,2023-08-29,0,1,0.18,Magasin,Mobile Money,Non,Mathilde Maurice,56,F,Douala
2992,C26366,Rideaux,Maison,5,80247,401235,1,Fidèles,2020-12-07,0,3,0.1,En ligne,Espèces,Non,Honoré Brun Le Duhamel,53,M,Douala
2993,C05242,Dentifrice,Hygiène,2,3106,6212,1,Perdus,2019-05-05,0,5,0.17,En ligne,Mobile Money,Non,Martin Léger du Lopes,57,M,Douala
2994,C51463,Recharge mobile,Services,3,82729,248187,1,Perdus,2019-12-24,0,5,0.65,Magasin,Mobile Money,Non,Margot-Alexandria Garnier,29,M,Douala
0,C55050,Marteau,Bricolage,0,0,0,0,Champions,2019-05-29,0,2,0.08,0,Mobile Money,Non,Émile-Alexandre Petit,36,F,Yaoundé
2995,C35152,Shampoing,Hygiène,4,3124,12496,1,À risque,2020-05-23,0,4,0.93,En ligne,Carte bancaire,Non,Jacques de la Aubert,46,M,Douala
2996,C13688,Chaise,Maison,2,67942,135884,1,Champions,2020-05-19,0,2,0.38,Magasin,Mobile Money,Non,Théophile Schmitt-Dufour,46,M,Douala
2997,C14142,Dentifrice,Hygiène,5,4457,22285,1,À risque,2019-08-21,0,2,0.06,En ligne,Carte bancaire,Non,Timothée Le Roux,20,F,Yaoundé
2998,C42723,Riz 5kg,Alimentaire,2,3642,7284,1,À risque,2022-08-23,0,1,0.49,Magasin,Espèces,Non,Élisabeth du Lesage,69,M,Yaoundé
2999,C20088,Biscuits,Alimentaire,3,2690,8070,1,Fidèles,2019-12-16,0,4,0.69,Mobile,Espèces,Non,Isaac du Mendès,53,M,Douala
3000,C17934,Matelas,Maison,1,71500,71500,1,Champions,2023-08-04,1,3,0.84,Magasin,Mobile Money,Oui,Bernadette-Lucie Fleury,19,M,Yaoundé
3001,C56323,Cuisinière,Électroménager,3,294763,884289,1,Potentiels,2020-01-12,0,3,0.1,Magasin,Espèces,Non,Diane Peltier,56,F,Douala
3002,C24168,Dentifrice,Hygiène,1,1298,1298,1,À risque,2021-12-24,0,3,0.11,Magasin,Mobile Money,Non,Pénélope du Reynaud,35,M,Bafoussam
0,C21561,Réfrigérateur,Électroménager,0,0,0,0,À risque,2019-10-15,0,1,0.63,0,Mobile Money,Non,Alexandria Texier,64,M,Yaoundé
3003,C55853,Recharge mobile,Services,1,75077,75077,1,À risque,2020-05-23,0,4,0.62,Magasin,Carte bancaire,Non,Marguerite Marques,32,M,Douala
0,C04293,Biscuits,Alimentaire,0,0,0,0,À risque,2022-11-28,0,3,0.4,0,Mobile Money,Non,Frédérique de la Paul,35,F,Maroua
3004,C10702,Biscuits,Alimentaire,3,3929,11787,1,À risque,2020-06-18,0,4,0.74,Magasin,Mobile Money,Non,Adélaïde Baudry,29,F,Douala
3005,C42155,Forfait Internet,Services,2,42590,85180,1,À risque,2023-01-17,0,2,0.62,En ligne,Mobile Money,Non,Renée Rocher,28,F,Yaoundé
3006,C11887,Stylo,Papeterie,5,9191,45955,1,Fidèles,2022-03-20,0,3,0.83,Magasin,Mobile Money,Non,Odette Rivière,39,F,Douala
3007,C56712,Dentifrice,Hygiène,5,796,3980,1,Fidèles,2023-01-01,0,1,0.24,Magasin,Espèces,Non,Marguerite de Petit,21,F,Bafoussam
3008,C02315,Vitamines,Santé,3,2306,6918,1,À risque,2020-01-16,0,5,0.47,Magasin,Mobile Money,Non,Élisabeth Carre,22,F,Bafoussam
3009,C15344,Biscuits,Alimentaire,2,2535,5070,1,Potentiels,2019-06-05,0,4,0.79,Magasin,Mobile Money,Non,Richard Schmitt,57,F,Douala
3010,C04358,Forfait Internet,Services,3,26156,78468,1,Champions,2022-11-23,0,5,0.22,En ligne,Mobile Money,Non,Maryse Rivière,60,M,Douala
3011,C45073,Paracétamol,Santé,5,11807,59035,1,Fidèles,2019-08-11,0,5,0.42,Magasin,Mobile Money,Non,Aimé Le Blanchet,39,F,Bafoussam
3012,C06567,Paracétamol,Santé,4,40358,161432,1,À risque,2022-07-29,0,2,0.97,En ligne,Espèces,Non,Charles Imbert,30,M,Douala
3013,C09564,Dentifrice,Hygiène,5,6060,30300,1,Champions,2020-07-17,0,1,0.42,En ligne,Espèces,Oui,Martine Le Lambert,54,M,Douala
3014,C11395,Mixeur,Électroménager,1,293505,293505,1,Perdus,2023-09-29,0,2,0.81,Magasin,Espèces,Non,Victor Loiseau de la Godard,69,F,Douala
3015,C34392,Biscuits,Alimentaire,1,2407,2407,1,Fidèles,2019-05-24,0,2,0.35,Mobile,Mobile Money,Non,Guy Carlier,38,F,Douala
3016,C15763,Biscuits,Alimentaire,3,779,2337,1,Perdus,2022-12-17,0,1,0.09,En ligne,Espèces,Non,Anastasie Lambert,20,F,Yaoundé
3017,C10016,Rideaux,Maison,1,87894,87894,1,Champions,2021-02-25,0,5,0.97,En ligne,Mobile Money,Non,Stéphane du Lemaître,39,F,Bertoua
3018,C33687,Riz 5kg,Alimentaire,3,4360,13080,1,À risque,2022-04-05,0,3,0.35,Magasin,Mobile Money,Non,Chantal du Fleury,46,F,Bertoua
3019,C27385,Casque audio,Électronique,2,93942,187884,1,Fidèles,2022-10-04,0,2,0.4,Magasin,Espèces,Non,Thérèse Fabre,36,M,Bertoua
3020,C03252,Vitamines,Santé,4,18467,73868,1,Potentiels,2023-08-15,0,4,0.26,Mobile,Mobile Money,Non,Augustin Perrot,62,F,Yaoundé
3021,C46202,Rideaux,Maison,4,95649,382596,1,Perdus,2020-10-22,0,5,0.97,Mobile,Mobile Money,Non,David de la Normand,24,M,Douala
3022,C56611,Recharge mobile,Services,4,98343,393372,1,Potentiels,2021-09-12,0,1,0.8,En ligne,Mobile Money,Non,Margaret Dumont,38,M,Douala
3023,C51025,Cuisinière,Électroménager,2,61938,123876,1,À risque,2022-07-06,0,1,0.41,Magasin,Mobile Money,Non,Alfred Hervé,67,M,Yaoundé
3024,C36323,Crayon,Papeterie,5,13299,66495,1,Perdus,2021-10-27,0,2,0.6,En ligne,Carte bancaire,Non,Paulette Legros,31,F,Douala
3025,C53728,Crayon,Papeterie,2,16921,33842,1,Perdus,2020-05-27,0,3,0.72,En ligne,Mobile Money,Oui,Frédérique-Gabrielle Texier,22,M,Yaoundé
3026,C31289,Mixeur,Électroménager,3,274543,823629,1,Perdus,2020-04-26,0,2,0.81,Mobile,Espèces,Non,Gabrielle Schneider Le Boutin,61,M,Yaoundé
3027,C06523,Chemise,Textile,5,68816,344080,1,Fidèles,2019-04-06,0,3,0.49,Magasin,Mobile Money,Non,Julien Guilbert,48,F,Douala
0,C16981,Jus naturel,Alimentaire,0,0,0,0,Champions,2020-12-22,0,4,0.06,0,Mobile Money,Non,Agathe Mendès,59,F,Yaoundé
3028,C16192,Lait en poudre,Alimentaire,4,2899,11596,1,Champions,2022-11-03,0,5,0.24,Magasin,Mobile Money,Non,Danielle Samson,65,M,Douala
3029,C41731,Chaussures,Textile,3,6675,20025,1,Perdus,2020-06-22,0,1,0.04,Magasin,Espèces,Non,Julien Royer-Martel,28,F,Garoua
3030,C39764,Chemise,Textile,3,30075,90225,1,Fidèles,2020-12-04,0,5,0.2,En ligne,Espèces,Non,Grégoire Clément,23,F,Yaoundé
0,C33398,Forfait Internet,Services,0,0,0,0,Potentiels,2021-09-12,0,4,0.7,0,Mobile Money,Oui,Laure Adam,19,F,Yaoundé
3031,C09522,Abonnement Canal+,Services,5,25000,125000,1,Perdus,2022-08-15,0,3,0.35,Mobile,Espèces,Non,Thibault Reynaud,30,M,Douala
3032,C58561,Tournevis,Bricolage,2,70177,140354,1,À risque,2019-09-20,0,4,0.52,Magasin,Espèces,Non,Nicolas du Lebreton,31,M,Garoua
3033,C10902,Jus naturel,Alimentaire,3,4082,12246,1,À risque,2019-05-29,0,4,0.29,Mobile,Mobile Money,Non,Lucas Baudry-Boutin,26,M,Yaoundé
3034,C16579,Cartable,Papeterie,1,11476,11476,1,À risque,2023-11-09,0,1,0.47,Magasin,Espèces,Non,Colette Coste de Bailly,23,M,Douala
0,C54427,Lait infantile,Santé,0,0,0,0,Fidèles,2019-10-24,0,3,0.38,0,Espèces,Non,Gabriel Rossi,62,F,Douala
3035,C52464,Huile 1L,Alimentaire,5,1926,9630,1,Potentiels,2021-06-06,0,4,0.0,Magasin,Mobile Money,Non,Denise Robert,30,M,Douala
3036,C43747,Chaussures,Textile,3,29176,87528,1,À risque,2022-10-14,0,2,0.56,En ligne,Mobile Money,Non,Luc Chrétien,68,F,Yaoundé
3037,C25573,Biscuits,Alimentaire,2,4783,9566,1,Fidèles,2020-04-30,0,2,0.26,En ligne,Mobile Money,Oui,Susanne Lebreton,63,M,Yaoundé
3038,C37969,Huile 1L,Alimentaire,3,1050,3150,1,À risque,2023-10-29,0,5,0.22,Magasin,Espèces,Oui,Susanne Tanguy,66,M,Douala
3039,C13922,Smartphone,Électronique,5,111587,557935,1,Potentiels,2022-06-27,0,2,0.96,Magasin,Mobile Money,Non,Frédéric Chartier,44,M,Douala
3040,C39354,Crayon,Papeterie,4,3283,13132,1,Fidèles,2021-10-04,0,4,0.42,Magasin,Mobile Money,Non,Constance Jacquot,42,F,Yaoundé
3041,C18480,Savon,Hygiène,4,3993,15972,1,À risque,2022-10-26,0,5,0.36,Mobile,Carte bancaire,Non,Édith Cohen,32,M,Douala
3042,C23599,Paracétamol,Santé,4,6129,24516,1,Champions,2023-06-01,0,2,0.2,Magasin,Mobile Money,Non,Lorraine Le Schmitt,23,F,Douala
3043,C32184,Peinture,Bricolage,5,54156,270780,1,Potentiels,2022-08-12,0,2,0.4,En ligne,Mobile Money,Oui,Zacharie Guichard-Mathieu,22,F,Bertoua
3044,C54759,Riz 5kg,Alimentaire,5,2395,11975,1,Fidèles,2020-11-25,0,5,0.72,Magasin,Mobile Money,Non,Michelle du Jean,49,M,Bafoussam
3045,C54671,Ciment,Bricolage,4,47301,189204,1,À risque,2020-12-03,0,1,0.79,Magasin,Mobile Money,Oui,Adrien Texier,24,F,Douala
3046,C28700,Cahier,Papeterie,2,11903,23806,1,À risque,2020-12-28,0,1,0.9,Magasin,Mobile Money,Non,Geneviève Pereira,42,F,Bafoussam
3047,C45498,Lait en poudre,Alimentaire,5,3266,16330,1,À risque,2023-08-28,0,3,0.94,En ligne,Espèces,Non,Jérôme-Philippe Wagner,69,F,Douala
3048,C25437,Chaussures,Textile,3,95079,285237,1,Potentiels,2022-03-18,1,3,0.62,Magasin,Mobile Money,Non,Rémy Pons,69,F,Douala
3049,C37762,Sirop toux,Santé,2,8105,16210,1,Fidèles,2023-01-17,0,1,0.8,Magasin,Mobile Money,Non,Honoré-Guillaume Lévêque,43,M,Douala
3050,C02949,Shampoing,Hygiène,2,4076,8152,1,Potentiels,2022-04-26,0,2,0.31,Magasin,Carte bancaire,Oui,Michelle Sauvage de Lopez,32,F,Maroua
3051,C33945,Jus naturel,Alimentaire,2,4759,9518,1,À risque,2019-03-04,0,2,0.45,Magasin,Espèces,Non,Édith Leroux,38,M,Douala
3052,C48553,Crayon,Papeterie,4,6890,27560,1,Fidèles,2021-12-20,0,1,0.33,Magasin,Mobile Money,Oui,Lucas Merle Le Rey,48,F,Maroua
3053,C11889,Huile 1L,Alimentaire,1,2167,2167,1,À risque,2020-09-12,0,3,0.01,Magasin,Mobile Money,Non,Jérôme Mallet de Millet,65,F,Yaoundé
3054,C29507,Chemise,Textile,5,29869,149345,1,À risque,2021-12-20,0,3,0.25,En ligne,Espèces,Non,Thibault Jacques,22,M,Garoua
3055,C32571,Sac à main,Textile,3,43994,131982,1,Fidèles,2023-08-25,0,4,0.76,En ligne,Mobile Money,Oui,François du Martineau,36,M,Yaoundé
3056,C12105,Riz 5kg,Alimentaire,2,1530,3060,1,Perdus,2020-06-21,0,2,0.13,En ligne,Espèces,Non,Joseph Rey de la Lacombe,51,M,Yaoundé
3057,C05785,Jus naturel,Alimentaire,1,4141,4141,1,Fidèles,2022-07-17,0,1,0.01,Magasin,Mobile Money,Non,Zacharie Schmitt de la Bigot,23,M,Maroua
3058,C38157,Télévision,Électronique,4,47990,191960,1,Fidèles,2019-12-19,0,5,0.98,Magasin,Mobile Money,Oui,Marc Bonneau,21,M,Yaoundé
3059,C30596,Dentifrice,Hygiène,2,6485,12970,1,Perdus,2021-12-08,0,4,0.69,Magasin,Mobile Money,Non,Jean Mallet,46,M,Bafoussam
3060,C21634,Paracétamol,Santé,5,38125,190625,1,Perdus,2020-07-02,0,4,0.63,Magasin,Mobile Money,Non,Charlotte Normand,53,F,Yaoundé
3061,C35985,Rideaux,Maison,2,132241,264482,1,Fidèles,2023-06-26,0,4,0.94,En ligne,Espèces,Non,Marcelle Boucher,47,M,Garoua
3062,C36041,Vitamines,Santé,4,48533,194132,1,Potentiels,2020-07-10,0,2,0.54,Magasin,Mobile Money,Oui,Thibault Mallet de la Lambert,59,M,Yaoundé
3063,C21782,Chaise,Maison,3,72648,217944,1,Potentiels,2023-09-06,0,2,0.16,En ligne,Mobile Money,Non,Michelle Boulanger du Peron,52,F,Garoua
3064,C11917,Recharge mobile,Services,2,25844,51688,1,Potentiels,2023-06-30,0,4,0.48,Magasin,Carte bancaire,Non,Denis-Richard Dupré,38,M,Douala
3065,C25471,Marteau,Bricolage,4,19091,76364,1,Potentiels,2020-01-20,0,1,0.84,Mobile,Espèces,Non,Sébastien Blanchet-Legrand,41,F,Douala
3066,C42680,Mixeur,Électroménager,1,169676,169676,1,Champions,2023-05-13,0,5,0.66,Mobile,Mobile Money,Non,Andrée Mathieu,44,M,Douala
3067,C08242,Casque audio,Électronique,4,24179,96716,1,Perdus,2019-02-16,0,3,0.86,Magasin,Mobile Money,Oui,Marcel Sauvage,40,M,Douala
3068,C05148,Smartphone,Électronique,4,116644,466576,1,Perdus,2020-09-02,0,2,0.81,Magasin,Espèces,Non,Christophe Guilbert de la Prévost,42,F,Yaoundé
3069,C28939,Forfait Internet,Services,5,57453,287265,1,Potentiels,2021-03-28,0,3,0.37,Magasin,Mobile Money,Non,Caroline Aubry de Prévost,66,M,Yaoundé
3070,C57531,Shampoing,Hygiène,2,4129,8258,1,Fidèles,2022-08-02,0,5,0.74,Magasin,Mobile Money,Non,Raymond Royer de la Da Silva,63,M,Douala
3071,C44930,Chaussures,Textile,2,33794,67588,1,Potentiels,2023-04-22,0,3,0.13,En ligne,Mobile Money,Oui,Franck Ferrand,46,F,Bertoua
3072,C46466,Jus naturel,Alimentaire,1,4490,4490,1,Perdus,2022-06-12,0,2,0.42,Magasin,Espèces,Non,Augustin Mahe,69,F,Douala
3073,C30523,Dentifrice,Hygiène,5,4598,22990,1,Perdus,2022-07-16,0,5,0.6,Magasin,Mobile Money,Non,Christiane-Anouk Deschamps,29,M,Garoua
3074,C03120,Ventilateur,Électroménager,3,271774,815322,1,Champions,2021-03-04,0,4,0.13,Magasin,Espèces,Non,Margot Rousseau,62,M,Yaoundé
3075,C30345,Crayon,Papeterie,2,14678,29356,1,Perdus,2020-11-08,0,4,0.67,Magasin,Mobile Money,Non,Renée Le Gall,34,M,Yaoundé
3076,C04885,Biscuits,Alimentaire,5,3876,19380,1,Potentiels,2023-06-05,0,5,0.67,En ligne,Mobile Money,Oui,Constance-Alice Boucher,36,F,Bafoussam
3077,C50835,Cahier,Papeterie,4,12150,48600,1,Perdus,2019-12-29,0,3,0.83,Mobile,Mobile Money,Oui,Matthieu Boutin-Fischer,29,F,Douala
3078,C18332,Casque audio,Électronique,3,226409,679227,1,À risque,2021-02-02,0,1,0.38,Magasin,Espèces,Non,André Mendès,58,M,Douala
